mutation_signature,gene_name,mirna_family,upregulating_hits_pct,total_hits,upregulating_hits,stats_log2fc_mean,gene_is_brca_driver,gene_is_onc,gene_is_tsupp,subtype_matches,mirna_is_onc,mirna_is_tsupp,mirna_upreg_in_brca,mirna_downreg_in_brca,binding_tendency,number_binding,number_not_binding,gene_type,is_cancer_promoting,mirna_true_conditions,triplet_behavior,triplet_id
SBS3,HIST1H2BC,miR-660-3p,0.0,1,0,-3.1581957088602053,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_HIST1H2BC_miR-660-3p
SBS3,HLF,miR-1301-3p,0.0,1,0,-2.6787192278797973,False,True,False,False,False,False,False,False,100.0,1,0,Oncogene,False,,fully_downregulating,SBS3_HLF_miR-1301-3p
SBS3,HLF,miR-184,0.0,1,0,-2.6787192278797973,False,True,False,False,False,False,False,False,100.0,1,0,Oncogene,False,,fully_downregulating,SBS3_HLF_miR-184
SBS3,HLF,miR-5682,0.0,1,0,-2.6787192278797973,False,True,False,False,False,False,False,False,100.0,1,0,Oncogene,False,,fully_downregulating,SBS3_HLF_miR-5682
SBS3,HNRNPA1P46,miR-2861,0.0,1,0,-4.572889668420581,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_HNRNPA1P46_miR-2861
SBS3,HNRNPA1P46,miR-3960/8072,0.0,1,0,-4.572889668420581,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_HNRNPA1P46_miR-3960/8072
SBS3,HNRNPA1P46,miR-6782-5p,0.0,1,0,-4.572889668420581,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_HNRNPA1P46_miR-6782-5p
SBS3,HS6ST3,miR-1323,0.0,1,0,2.920565532505595,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_HS6ST3_miR-1323
SBS3,HS6ST3,miR-550a-3-5p/550a-5p/1271-3p,0.0,1,0,2.920565532505595,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_HS6ST3_miR-550a-3-5p/550a-5p/1271-3p
SBS3,HS6ST3,miR-6823-5p,0.0,1,0,2.920565532505595,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_HS6ST3_miR-6823-5p
SBS3,IFI16,miR-1272,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFI16_miR-1272
SBS3,IFI16,miR-221-5p/8073,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,True,100.0,1,0,Other,False,mirna_downreg_in_brca,fully_downregulating,SBS3_IFI16_miR-221-5p/8073
SBS3,IFI16,miR-3173-3p/6891-5p,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFI16_miR-3173-3p/6891-5p
SBS3,IFI16,miR-4253/6862-5p,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFI16_miR-4253/6862-5p
SBS3,IFI16,miR-5584-5p,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFI16_miR-5584-5p
SBS3,IFI16,miR-675-5p/4466,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFI16_miR-675-5p/4466
SBS3,IFI16,miR-6752-5p/6842-5p/7110-5p,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFI16_miR-6752-5p/6842-5p/7110-5p
SBS3,IFI16,miR-6782-5p,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFI16_miR-6782-5p
SBS3,IFI16,miR-6799-5p,0.0,1,0,-2.03275229517626,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFI16_miR-6799-5p
SBS3,IFT88,miR-3127-5p,0.0,1,0,-2.247620066443831,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFT88_miR-3127-5p
SBS3,IFT88,miR-4327,0.0,1,0,-2.247620066443831,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IFT88_miR-4327
SBS3,IGHV3-15,miR-2861,0.0,1,0,7.541741972122034,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_IGHV3-15_miR-2861
SBS3,INPP5B,miR-23b_pred,0.0,1,0,2.527679852965719,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5B_miR-23b_pred
SBS3,INPP5B,miR-504-3p,0.0,1,0,2.527679852965719,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5B_miR-504-3p
SBS3,INPP5B,miR-8063,0.0,1,0,2.527679852965719,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5B_miR-8063
SBS3,INPP5D,miR-1301-5p/6502-5p,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-1301-5p/6502-5p
SBS3,INPP5D,miR-211-3p,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-211-3p
SBS3,INPP5D,miR-3689d/6851-5p,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-3689d/6851-5p
SBS3,INPP5D,miR-371-5p,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-371-5p
SBS3,INPP5D,miR-371b-5p/373-5p/616-5p,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-371b-5p/373-5p/616-5p
SBS3,INPP5D,miR-4687-3p,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-4687-3p
SBS3,INPP5D,miR-4739,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-4739
SBS3,INPP5D,miR-6077,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-6077
SBS3,INPP5D,miR-6752-5p/6842-5p/7110-5p,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-6752-5p/6842-5p/7110-5p
SBS3,INPP5D,miR-877-5p,0.0,1,0,-2.3378208570342576,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_INPP5D_miR-877-5p
SBS3,ITGB5,miR-25-3p/32-5p/92-3p/363-3p/367-3p,0.0,1,0,1.9178359674541232,False,False,False,False,True,False,False,False,100.0,1,0,Other,False,mirna_is_onc,fully_downregulating,SBS3_ITGB5_miR-25-3p/32-5p/92-3p/363-3p/367-3p
SBS3,ITPKA,miR-1278,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-1278
SBS3,ITPKA,miR-3162-5p,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-3162-5p
SBS3,ITPKA,miR-3679-3p,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-3679-3p
SBS3,ITPKA,miR-3689d/6851-5p,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-3689d/6851-5p
SBS3,ITPKA,miR-377-5p/6086,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-377-5p/6086
SBS3,ITPKA,miR-4723-5p/5698/6870-5p/7111-5p,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-4723-5p/5698/6870-5p/7111-5p
SBS3,ITPKA,miR-4746-3p,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-4746-3p
SBS3,ITPKA,miR-5739,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-5739
SBS3,ITPKA,miR-6749-5p,0.0,1,0,-3.4200381803372104,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_ITPKA_miR-6749-5p
SBS3,JRK,miR-29b-2-5p,0.0,1,0,2.37250152349963,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JRK_miR-29b-2-5p
SBS3,JRK,miR-4302,0.0,1,0,2.37250152349963,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JRK_miR-4302
SBS3,JUP,miR-10395_pred,0.0,1,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JUP_miR-10395_pred
SBS3,JUP,miR-1268a/1268b,0.0,1,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JUP_miR-1268a/1268b
SBS3,JUP,miR-371-5p,0.0,1,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JUP_miR-371-5p
SBS3,JUP,miR-4253/6862-5p,0.0,1,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JUP_miR-4253/6862-5p
SBS3,JUP,miR-4505/5787,0.0,1,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JUP_miR-4505/5787
SBS3,JUP,miR-4534/8082,0.0,1,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JUP_miR-4534/8082
SBS3,JUP,miR-6765-5p,0.0,1,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JUP_miR-6765-5p
SBS3,JUP,miR-6782-5p,0.0,1,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_JUP_miR-6782-5p
SBS3,KCNB1,miR-10393_pred,0.0,1,0,-1.3436886136261732,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNB1_miR-10393_pred
SBS3,KCNB1,miR-302-3p/372-3p/373-3p/520-3p,0.0,1,0,-1.3436886136261732,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNB1_miR-302-3p/372-3p/373-3p/520-3p
SBS3,KCNH1,miR-10a-3p,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,True,100.0,1,0,Other,False,mirna_downreg_in_brca,fully_downregulating,SBS3_KCNH1_miR-10a-3p
SBS3,KCNH1,miR-10b-3p,0.0,1,0,-1.6237715112331328,False,False,False,True,False,False,True,True,100.0,1,0,Other,False,"mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS3_KCNH1_miR-10b-3p
SBS3,KCNH1,miR-1254/3116,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-1254/3116
SBS3,KCNH1,miR-150-3p,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-150-3p
SBS3,KCNH1,miR-3689d/6851-5p,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-3689d/6851-5p
SBS3,KCNH1,miR-371-5p,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-371-5p
SBS3,KCNH1,miR-4454,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-4454
SBS3,KCNH1,miR-4505/5787,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-4505/5787
SBS3,KCNH1,miR-450b-3p/769-3p,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-450b-3p/769-3p
SBS3,KCNH1,miR-4514/4692,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-4514/4692
SBS3,KCNH1,miR-548v,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-548v
SBS3,KCNH1,miR-5739,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-5739
SBS3,KCNH1,miR-637,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-637
SBS3,KCNH1,miR-6826-5p,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-6826-5p
SBS3,KCNH1,miR-762/4492/4498/5001-5p,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-762/4492/4498/5001-5p
SBS3,KCNH1,miR-7975,0.0,1,0,-1.6237715112331328,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNH1_miR-7975
SBS3,KCNJ15,miR-140-5p,0.0,1,0,-2.593424079469352,False,False,False,False,False,True,False,True,100.0,1,0,Other,False,"mirna_is_tsupp, mirna_downreg_in_brca",fully_downregulating,SBS3_KCNJ15_miR-140-5p
SBS3,KCNJ15,miR-146-5p,0.0,1,0,-2.593424079469352,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNJ15_miR-146-5p
SBS3,KCNJ15,miR-4281,0.0,1,0,-2.593424079469352,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNJ15_miR-4281
SBS3,KCNJ15,miR-4463,0.0,1,0,-2.593424079469352,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNJ15_miR-4463
SBS3,KCNJ15,miR-5192,0.0,1,0,-2.593424079469352,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNJ15_miR-5192
SBS3,KCNJ15,miR-6720-5p,0.0,1,0,-2.593424079469352,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNJ15_miR-6720-5p
SBS3,KCNJ15,miR-6752-5p/6842-5p/7110-5p,0.0,1,0,-2.593424079469352,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KCNJ15_miR-6752-5p/6842-5p/7110-5p
SBS3,KDR,miR-1286,0.0,1,0,-2.255307043809183,True,True,False,False,False,False,False,False,100.0,1,0,Oncogene,False,,fully_downregulating,SBS3_KDR_miR-1286
SBS3,KDR,miR-4767,0.0,1,0,-2.255307043809183,True,True,False,False,False,False,False,False,100.0,1,0,Oncogene,False,,fully_downregulating,SBS3_KDR_miR-4767
SBS3,KDR,miR-5591-3p,0.0,1,0,-2.255307043809183,True,True,False,False,False,False,False,False,100.0,1,0,Oncogene,False,,fully_downregulating,SBS3_KDR_miR-5591-3p
SBS3,KIAA1875,miR-1238-5p/4758-5p,0.0,1,0,2.013854723181924,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KIAA1875_miR-1238-5p/4758-5p
SBS3,KIAA1875,miR-2116-3p,0.0,1,0,2.013854723181924,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KIAA1875_miR-2116-3p
SBS3,KIAA1875,miR-3183/4723-3p/6769b-3p,0.0,1,0,2.013854723181924,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KIAA1875_miR-3183/4723-3p/6769b-3p
SBS3,KIF27,miR-4534/8082,0.0,1,0,2.8538975079946343,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KIF27_miR-4534/8082
SBS3,KIF2B,miR-181a-3p,0.0,1,0,3.094349226835579,False,False,False,False,False,False,True,False,100.0,1,0,Other,False,mirna_upreg_in_brca,fully_downregulating,SBS3_KIF2B_miR-181a-3p
SBS3,KLHL32,miR-4505/5787,0.0,1,0,-3.279864035320818,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KLHL32_miR-4505/5787
SBS3,KLHL32,miR-4687-3p,0.0,1,0,-3.279864035320818,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KLHL32_miR-4687-3p
SBS3,KRT6C,miR-3173-3p/6891-5p,0.0,1,0,-4.710899489786131,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT6C_miR-3173-3p/6891-5p
SBS3,KRT6C,miR-3689d/6851-5p,0.0,1,0,-4.710899489786131,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT6C_miR-3689d/6851-5p
SBS3,KRT6C,miR-4270/4441/6754-5p,0.0,1,0,-4.710899489786131,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT6C_miR-4270/4441/6754-5p
SBS3,KRT6C,miR-4505/5787,0.0,1,0,-4.710899489786131,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT6C_miR-4505/5787
SBS3,KRT6C,miR-4687-3p,0.0,1,0,-4.710899489786131,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT6C_miR-4687-3p
SBS3,KRT6C,miR-6124,0.0,1,0,-4.710899489786131,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT6C_miR-6124
SBS3,KRT6C,miR-6749-5p,0.0,1,0,-4.710899489786131,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT6C_miR-6749-5p
SBS3,KRT6C,miR-6752-5p/6842-5p/7110-5p,0.0,1,0,-4.710899489786131,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT6C_miR-6752-5p/6842-5p/7110-5p
SBS3,KRT8P20,miR-615-5p,0.0,1,0,-4.802485882535868,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT8P20_miR-615-5p
SBS3,KRT8P20,miR-6789-5p,0.0,1,0,-4.802485882535868,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_KRT8P20_miR-6789-5p
SBS3,LDLRAD3,miR-6752-5p/6842-5p/7110-5p,0.0,1,0,3.1453462567591948,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LDLRAD3_miR-6752-5p/6842-5p/7110-5p
SBS3,LEPROTL1,miR-15b-3p,0.0,1,0,-2.1908426721489485,False,False,True,False,False,False,True,False,100.0,1,0,TumorSuppressor,True,mirna_upreg_in_brca,fully_downregulating,SBS3_LEPROTL1_miR-15b-3p
SBS3,LEPROTL1,miR-4534/8082,0.0,1,0,-2.1908426721489485,False,False,True,False,False,False,False,False,100.0,1,0,TumorSuppressor,True,,fully_downregulating,SBS3_LEPROTL1_miR-4534/8082
SBS3,LEPROTL1,miR-4632-3p,0.0,1,0,-2.1908426721489485,False,False,True,False,False,False,False,False,100.0,1,0,TumorSuppressor,True,,fully_downregulating,SBS3_LEPROTL1_miR-4632-3p
SBS3,LEPROTL1,miR-4687-3p,0.0,1,0,-2.1908426721489485,False,False,True,False,False,False,False,False,100.0,1,0,TumorSuppressor,True,,fully_downregulating,SBS3_LEPROTL1_miR-4687-3p
SBS3,LEPROTL1,miR-504_pred,0.0,1,0,-2.1908426721489485,False,False,True,False,False,False,False,False,100.0,1,0,TumorSuppressor,True,,fully_downregulating,SBS3_LEPROTL1_miR-504_pred
SBS3,LEPROTL1,miR-608/4651,0.0,1,0,-2.1908426721489485,False,False,True,False,False,False,False,False,100.0,1,0,TumorSuppressor,True,,fully_downregulating,SBS3_LEPROTL1_miR-608/4651
SBS3,LEPROTL1,miR-653_pred,0.0,1,0,-2.1908426721489485,False,False,True,False,False,False,False,False,100.0,1,0,TumorSuppressor,True,,fully_downregulating,SBS3_LEPROTL1_miR-653_pred
SBS3,LEPROTL1,miR-6831-3p,0.0,1,0,-2.1908426721489485,False,False,True,False,False,False,False,False,100.0,1,0,TumorSuppressor,True,,fully_downregulating,SBS3_LEPROTL1_miR-6831-3p
SBS3,LHFPL3,miR-12121_pred,0.0,1,0,-2.018361202870638,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHFPL3_miR-12121_pred
SBS3,LHFPL3,miR-4509,0.0,1,0,-2.018361202870638,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHFPL3_miR-4509
SBS3,LHFPL3,miR-4711-5p,0.0,1,0,-2.018361202870638,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHFPL3_miR-4711-5p
SBS3,LHX5,miR-10b-3p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,True,True,100.0,1,0,Other,False,"mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS3_LHX5_miR-10b-3p
SBS3,LHX5,miR-1180-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-1180-5p
SBS3,LHX5,miR-1266-5p/4518,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-1266-5p/4518
SBS3,LHX5,miR-296-3p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-296-3p
SBS3,LHX5,miR-3684,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-3684
SBS3,LHX5,miR-4253/6862-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-4253/6862-5p
SBS3,LHX5,miR-4534/8082,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-4534/8082
SBS3,LHX5,miR-4783-3p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-4783-3p
SBS3,LHX5,miR-671-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-671-5p
SBS3,LHX5,miR-6765-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-6765-5p
SBS3,LHX5,miR-6768-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-6768-5p
SBS3,LHX5,miR-6781-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-6781-5p
SBS3,LHX5,miR-6782-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-6782-5p
SBS3,LHX5,miR-6786-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-6786-5p
SBS3,LHX5,miR-6795-5p/6887-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-6795-5p/6887-5p
SBS3,LHX5,miR-6823-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-6823-5p
SBS3,LHX5,miR-6846-5p/6848-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-6846-5p/6848-5p
SBS3,LHX5,miR-7108-5p,0.0,1,0,-1.7270435524564418,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LHX5_miR-7108-5p
SBS3,LINC00298,miR-101_pred,0.0,1,0,2.3878715177475685,False,False,False,False,False,True,False,True,100.0,1,0,Other,False,"mirna_is_tsupp, mirna_downreg_in_brca",fully_downregulating,SBS3_LINC00298_miR-101_pred
SBS3,LINC00298,miR-1298-3p,0.0,1,0,2.3878715177475685,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LINC00298_miR-1298-3p
SBS3,LINC00298,miR-3157-3p,0.0,1,0,2.3878715177475685,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LINC00298_miR-3157-3p
SBS3,LINC00298,miR-365a-5p/365b-5p,0.0,1,0,2.3878715177475685,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LINC00298_miR-365a-5p/365b-5p
SBS3,LINC00298,miR-4782-5p/5706,0.0,1,0,2.3878715177475685,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LINC00298_miR-4782-5p/5706
SBS3,LINC00298,miR-4797-5p,0.0,1,0,2.3878715177475685,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LINC00298_miR-4797-5p
SBS3,LINC00298,miR-542-3p,0.0,1,0,2.3878715177475685,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LINC00298_miR-542-3p
SBS3,LINC00298,miR-582-3p,0.0,1,0,2.3878715177475685,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LINC00298_miR-582-3p
SBS3,LINC00298,miR-615-5p,0.0,1,0,2.3878715177475685,False,False,False,False,False,False,False,False,100.0,1,0,Other,False,,fully_downregulating,SBS3_LINC00298_miR-615-5p
