mutation_signature,gene_name,mirna_family,upregulating_hits_pct,total_hits,upregulating_hits,stats_log2fc_mean,gene_is_brca_driver,gene_is_onc,gene_is_tsupp,subtype_matches,mirna_is_onc,mirna_is_tsupp,mirna_upreg_in_brca,mirna_downreg_in_brca,binding_tendency,number_binding,number_not_binding,gene_type,is_cancer_promoting,mirna_true_conditions,triplet_behavior,triplet_id
SBS1,TP53,miR-3960/8072,100.0,11,11,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,11,DualRole,True,,fully_upregulating,SBS1_TP53_miR-3960/8072
SBS5,CCDC183,miR-3689a-5p/3689b-5p/3689e/3689f,0.0,8,0,-2.321928094887362,False,False,False,False,False,False,False,False,100.0,8,0,Other,False,,fully_downregulating,SBS5_CCDC183_miR-3689a-5p/3689b-5p/3689e/3689f
SBS5,TP53,miR-4783-3p,100.0,7,7,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,7,DualRole,True,,fully_upregulating,SBS5_TP53_miR-4783-3p
SBS1,TP53,miR-4534/8082,0.0,6,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,6,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-4534/8082
SBS1,TP53,miR-7108-5p,0.0,6,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,6,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-7108-5p
SBS5,CCDC183,miR-30-5p,0.0,6,0,-2.321928094887362,False,False,False,False,False,True,True,True,100.0,6,0,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS5_CCDC183_miR-30-5p
SBS1,TP53,miR-4710,16.666666666666664,6,1,1.6362988385966426,True,True,True,False,False,False,False,False,83.33333333333334,5,1,DualRole,True,,strongly_downregulating,SBS1_TP53_miR-4710
SBS5,RP11-864N7.2,miR-6782-5p,66.66666666666666,6,4,3.3975923648194346,False,False,False,False,False,False,False,False,33.33333333333334,2,4,Other,False,,upregulating,SBS5_RP11-864N7.2_miR-6782-5p
SBS5,TP53,miR-196-5p,100.0,6,6,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,6,DualRole,True,,fully_upregulating,SBS5_TP53_miR-196-5p
SBS1,TP53,miR-1268a/1268b,0.0,5,0,1.6362988385966424,True,True,True,False,False,False,False,False,100.0,5,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-1268a/1268b
SBS1,TP53,miR-2392,0.0,5,0,1.6362988385966424,True,True,True,False,False,False,False,False,100.0,5,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-2392
SBS1,TP53,miR-3064-5p,0.0,5,0,1.6362988385966424,True,True,True,False,False,False,False,False,100.0,5,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-3064-5p
SBS1,TP53,miR-6765-5p,0.0,5,0,1.6362988385966424,True,True,True,False,False,False,False,False,100.0,5,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-6765-5p
SBS1,TP53,miR-8056,0.0,5,0,1.6362988385966424,True,True,True,False,False,False,False,False,100.0,5,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-8056
SBS3,CCND1,miR-17-5p/20-5p/93-5p/106-5p/519-3p,0.0,5,0,-2.0263341478134627,False,True,False,False,True,False,True,False,100.0,5,0,Oncogene,False,"mirna_is_onc, mirna_upreg_in_brca",fully_downregulating,SBS3_CCND1_miR-17-5p/20-5p/93-5p/106-5p/519-3p
SBS5,CCND1,miR-17-5p/20-5p/93-5p/106-5p/519-3p,0.0,5,0,-2.0263341478134627,False,True,False,False,True,False,True,False,100.0,5,0,Oncogene,False,"mirna_is_onc, mirna_upreg_in_brca",fully_downregulating,SBS5_CCND1_miR-17-5p/20-5p/93-5p/106-5p/519-3p
SBS5,PLCH1,miR-17-5p/20-5p/93-5p/106-5p/519-3p,0.0,5,0,-1.8137678606399408,False,False,False,False,True,False,True,False,100.0,5,0,Other,False,"mirna_is_onc, mirna_upreg_in_brca",fully_downregulating,SBS5_PLCH1_miR-17-5p/20-5p/93-5p/106-5p/519-3p
SBS5,SNAPC2,miR-17-5p/20-5p/93-5p/106-5p/519-3p,0.0,5,0,-2.1201204045662405,False,False,False,False,True,False,True,False,100.0,5,0,Other,False,"mirna_is_onc, mirna_upreg_in_brca",fully_downregulating,SBS5_SNAPC2_miR-17-5p/20-5p/93-5p/106-5p/519-3p
SBS5,TP53,miR-3940-5p/4507,20.0,5,1,1.6362988385966424,True,True,True,False,False,False,False,False,80.0,4,1,DualRole,True,,strongly_downregulating,SBS5_TP53_miR-3940-5p/4507
SBS1,TP53,miR-3176/3922-3p,100.0,5,5,1.6362988385966424,True,True,True,False,False,False,False,False,0.0,0,5,DualRole,True,,fully_upregulating,SBS1_TP53_miR-3176/3922-3p
SBS3,ABL2,miR-17-5p/20-5p/93-5p/106-5p/519-3p,100.0,5,5,1.526729235135696,True,True,False,False,True,False,True,False,0.0,0,5,Oncogene,True,"mirna_is_onc, mirna_upreg_in_brca",fully_upregulating,SBS3_ABL2_miR-17-5p/20-5p/93-5p/106-5p/519-3p
SBS3,SYBU,miR-17-5p/20-5p/93-5p/106-5p/519-3p,100.0,5,5,1.789596205626704,False,False,False,False,True,False,True,False,0.0,0,5,Other,False,"mirna_is_onc, mirna_upreg_in_brca",fully_upregulating,SBS3_SYBU_miR-17-5p/20-5p/93-5p/106-5p/519-3p
SBS5,PRB2,miR-3156-5p,100.0,5,5,3.148391839892671,False,False,False,False,False,False,False,False,0.0,0,5,Other,False,,fully_upregulating,SBS5_PRB2_miR-3156-5p
SBS5,RP11-864N7.2,miR-1226-5p,100.0,5,5,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,5,Other,False,,fully_upregulating,SBS5_RP11-864N7.2_miR-1226-5p
SBS5,RP11-864N7.2,miR-130-3p/301-3p/454-3p,100.0,5,5,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,5,Other,False,,fully_upregulating,SBS5_RP11-864N7.2_miR-130-3p/301-3p/454-3p
SBS5,RP11-864N7.2,miR-6131,100.0,5,5,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,5,Other,False,,fully_upregulating,SBS5_RP11-864N7.2_miR-6131
SBS5,RP11-864N7.2,miR-920/4300/5591-5p/6726-5p,100.0,5,5,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,5,Other,False,,fully_upregulating,SBS5_RP11-864N7.2_miR-920/4300/5591-5p/6726-5p
SBS8,C14orf28,miR-17-5p/20-5p/93-5p/106-5p/519-3p,100.0,5,5,5.260527550223219,False,False,False,False,True,False,True,False,0.0,0,5,Other,False,"mirna_is_onc, mirna_upreg_in_brca",fully_upregulating,SBS8_C14orf28_miR-17-5p/20-5p/93-5p/106-5p/519-3p
SBS2,RP11-864N7.2,miR-6836-3p,0.0,4,0,3.3975923648194346,False,False,False,False,False,False,False,False,100.0,4,0,Other,False,,fully_downregulating,SBS2_RP11-864N7.2_miR-6836-3p
SBS39,RP1-90J20.12,miR-3689a-5p/3689b-5p/3689e/3689f,0.0,4,0,-2.614158834947781,False,False,False,False,False,False,False,False,100.0,4,0,Other,False,,fully_downregulating,SBS39_RP1-90J20.12_miR-3689a-5p/3689b-5p/3689e/3689f
SBS39,STEAP3,miR-3689a-5p/3689b-5p/3689e/3689f,0.0,4,0,-3.862288994123984,False,False,False,False,False,False,False,False,100.0,4,0,Other,False,,fully_downregulating,SBS39_STEAP3_miR-3689a-5p/3689b-5p/3689e/3689f
SBS44,RP1-102H19.8,miR-149-3p/4728-5p/6785-5p/6883-5p,0.0,4,0,-2.6606267706532285,False,False,False,False,False,False,True,False,100.0,4,0,Other,False,mirna_upreg_in_brca,fully_downregulating,SBS44_RP1-102H19.8_miR-149-3p/4728-5p/6785-5p/6883-5p
SBS44,RP1-102H19.8,miR-4739,0.0,4,0,-2.6606267706532285,False,False,False,False,False,False,False,False,100.0,4,0,Other,False,,fully_downregulating,SBS44_RP1-102H19.8_miR-4739
SBS44,RP1-102H19.8,miR-5572,0.0,4,0,-2.6606267706532285,False,False,False,False,False,False,False,False,100.0,4,0,Other,False,,fully_downregulating,SBS44_RP1-102H19.8_miR-5572
SBS44,RP1-102H19.8,miR-6786-5p,0.0,4,0,-2.6606267706532285,False,False,False,False,False,False,False,False,100.0,4,0,Other,False,,fully_downregulating,SBS44_RP1-102H19.8_miR-6786-5p
SBS5,ALAD,miR-3689a-5p/3689b-5p/3689e/3689f,0.0,4,0,-3.1057841800440857,False,False,False,False,False,False,False,False,100.0,4,0,Other,False,,fully_downregulating,SBS5_ALAD_miR-3689a-5p/3689b-5p/3689e/3689f
SBS5,TP53,miR-4534/8082,25.0,4,1,1.6362988385966426,True,True,True,False,False,False,False,False,75.0,3,1,DualRole,True,,downregulating,SBS5_TP53_miR-4534/8082
SBS13,LYNX1,miR-4534/8082,100.0,4,4,1.4904480367005324,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS13_LYNX1_miR-4534/8082
SBS13,PMPCA,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,4,4,2.211668586738446,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS13_PMPCA_miR-3689a-5p/3689b-5p/3689e/3689f
SBS13,RSF1,miR-3689d/6851-5p,100.0,4,4,1.4556153217278225,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS13_RSF1_miR-3689d/6851-5p
SBS13,TRPM8,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,4,4,1.660662226853009,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS13_TRPM8_miR-3689a-5p/3689b-5p/3689e/3689f
SBS2,RP11-864N7.2,miR-6846-5p/6848-5p,100.0,4,4,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS2_RP11-864N7.2_miR-6846-5p/6848-5p
SBS3,FBXW4,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,4,4,2.257076950537394,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS3_FBXW4_miR-3689a-5p/3689b-5p/3689e/3689f
SBS5,PPIL6,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,4,4,3.5364476724525207,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_PPIL6_miR-3689a-5p/3689b-5p/3689e/3689f
SBS5,RARRES2P2,miR-3684,100.0,4,4,5.329123596291566,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_RARRES2P2_miR-3684
SBS5,RARRES2P2,miR-608/4651,100.0,4,4,5.329123596291566,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_RARRES2P2_miR-608/4651
SBS5,RARRES2P2,miR-6503-3p,100.0,4,4,5.329123596291566,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_RARRES2P2_miR-6503-3p
SBS5,RP11-441O15.3,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,4,4,2.480682230323493,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_RP11-441O15.3_miR-3689a-5p/3689b-5p/3689e/3689f
SBS5,RP11-864N7.2,miR-4534/8082,100.0,4,4,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_RP11-864N7.2_miR-4534/8082
SBS5,RP11-864N7.2,miR-4710,100.0,4,4,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_RP11-864N7.2_miR-4710
SBS5,RP11-864N7.2,miR-6786-5p,100.0,4,4,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_RP11-864N7.2_miR-6786-5p
SBS5,RP11-864N7.2,miR-6795-5p/6887-5p,100.0,4,4,3.3975923648194346,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_RP11-864N7.2_miR-6795-5p/6887-5p
SBS5,TP53,miR-6762-5p/6845-5p,100.0,4,4,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,4,DualRole,True,,fully_upregulating,SBS5_TP53_miR-6762-5p/6845-5p
SBS5,TPT1P9,miR-3940-5p/4507,100.0,4,4,4.774188058122405,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_TPT1P9_miR-3940-5p/4507
SBS5,TPT1P9,miR-4767,100.0,4,4,4.774188058122405,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_TPT1P9_miR-4767
SBS5,TPT1P9,miR-6768-5p,100.0,4,4,4.774188058122405,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS5_TPT1P9_miR-6768-5p
SBS8,AVIL,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,4,4,4.588889730556796,False,False,False,False,False,False,False,False,0.0,0,4,Other,False,,fully_upregulating,SBS8_AVIL_miR-3689a-5p/3689b-5p/3689e/3689f
SBS1,ITGBL1,miR-30-5p,0.0,3,0,-2.329979926587102,False,False,False,False,False,True,True,True,100.0,3,0,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS1_ITGBL1_miR-30-5p
SBS1,PTCH1,miR-6823-5p,0.0,3,0,-4.749929782367501,False,False,True,False,False,False,False,False,100.0,3,0,TumorSuppressor,True,,fully_downregulating,SBS1_PTCH1_miR-6823-5p
SBS1,SCAF8,miR-30-5p,0.0,3,0,-4.613159392551808,False,False,False,False,False,True,True,True,100.0,3,0,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS1_SCAF8_miR-30-5p
SBS1,SHANK2,miR-371-5p,0.0,3,0,1.3043704989389784,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS1_SHANK2_miR-371-5p
SBS1,TMEM9B-AS1,miR-122b_pred,0.0,3,0,-7.490249210627085,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS1_TMEM9B-AS1_miR-122b_pred
SBS1,TMEM9B-AS1,miR-4271/4725-3p/6780b-5p,0.0,3,0,-7.490249210627085,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS1_TMEM9B-AS1_miR-4271/4725-3p/6780b-5p
SBS1,TMEM9B-AS1,miR-6774-3p,0.0,3,0,-7.490249210627085,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS1_TMEM9B-AS1_miR-6774-3p
SBS1,TMEM9B-AS1,miR-6823-5p,0.0,3,0,-7.490249210627085,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS1_TMEM9B-AS1_miR-6823-5p
SBS1,TMEM9B-AS1,miR-7108-5p,0.0,3,0,-7.490249210627085,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS1_TMEM9B-AS1_miR-7108-5p
SBS1,TP53,miR-143-3p,0.0,3,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,3,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-143-3p
SBS1,TP53,miR-4640-3p,0.0,3,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,3,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-4640-3p
SBS1,TP53,miR-4783-3p,0.0,3,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,3,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-4783-3p
SBS1,TP53,miR-758-5p,0.0,3,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,3,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-758-5p
SBS1,TP53,miR-770-5p,0.0,3,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,3,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-770-5p
SBS13,C8orf34,miR-3940-5p/4507,0.0,3,0,-1.9439869949781945,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS13_C8orf34_miR-3940-5p/4507
SBS13,DDHD2,miR-30-5p,0.0,3,0,-2.498376798280988,False,False,False,False,False,True,True,True,100.0,3,0,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS13_DDHD2_miR-30-5p
SBS13,FCGR2B,miR-3940-5p/4507,0.0,3,0,-0.9813045619070809,False,True,False,False,False,False,False,False,100.0,3,0,Oncogene,False,,fully_downregulating,SBS13_FCGR2B_miR-3940-5p/4507
SBS13,FCGR2B,miR-6768-5p,0.0,3,0,-0.9813045619070809,False,True,False,False,False,False,False,False,100.0,3,0,Oncogene,False,,fully_downregulating,SBS13_FCGR2B_miR-6768-5p
SBS13,KCNT2,miR-3940-5p/4507,0.0,3,0,1.522710587095139,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS13_KCNT2_miR-3940-5p/4507
SBS13,NOVA2,miR-30-5p,0.0,3,0,-2.927851886584088,False,False,False,False,False,True,True,True,100.0,3,0,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS13_NOVA2_miR-30-5p
SBS13,RUNX3,miR-3689a-5p/3689b-5p/3689e/3689f,0.0,3,0,-3.3687137321399394,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS13_RUNX3_miR-3689a-5p/3689b-5p/3689e/3689f
SBS13,TP53,miR-6752-5p/6842-5p/7110-5p,0.0,3,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,3,0,DualRole,True,,fully_downregulating,SBS13_TP53_miR-6752-5p/6842-5p/7110-5p
SBS2,IFT88,miR-4534/8082,0.0,3,0,-2.247620066443831,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS2_IFT88_miR-4534/8082
SBS3,MCF2,miR-548aq-3p/548am-3p/548aj-3p/548ah-3p/548ae-3p/548j-3p/548x-3p,0.0,3,0,-2.3278958181470006,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS3_MCF2_miR-548aq-3p/548am-3p/548aj-3p/548ah-3p/548ae-3p/548j-3p/548x-3p
SBS3,PTPLA,miR-3689a-5p/3689b-5p/3689e/3689f,0.0,3,0,-5.246447573111151,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS3_PTPLA_miR-3689a-5p/3689b-5p/3689e/3689f
SBS3,STK24,miR-30-5p,0.0,3,0,-3.012706184349167,False,False,False,False,False,True,True,True,100.0,3,0,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS3_STK24_miR-30-5p
SBS5,PTPLA,miR-3689a-5p/3689b-5p/3689e/3689f,0.0,3,0,-5.246447573111151,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS5_PTPLA_miR-3689a-5p/3689b-5p/3689e/3689f
SBS5,RP11-200A13.1,miR-328-5p/6885-5p,0.0,3,0,-8.092757140919852,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS5_RP11-200A13.1_miR-328-5p/6885-5p
SBS5,RP11-200A13.1,miR-762/4492/4498/5001-5p,0.0,3,0,-8.092757140919852,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS5_RP11-200A13.1_miR-762/4492/4498/5001-5p
SBS5,SMIM14,miR-3689a-5p/3689b-5p/3689e/3689f,0.0,3,0,-2.8135986755559816,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS5_SMIM14_miR-3689a-5p/3689b-5p/3689e/3689f
SBS5,TP53,miR-6752-5p/6842-5p/7110-5p,0.0,3,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,3,0,DualRole,True,,fully_downregulating,SBS5_TP53_miR-6752-5p/6842-5p/7110-5p
SBS8,MYBPHL,miR-517-3p,0.0,3,0,-3.37563868163213,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS8_MYBPHL_miR-517-3p
SBS8,VDAC1P2,miR-517-3p,0.0,3,0,-4.392317422778761,False,False,False,False,False,False,False,False,100.0,3,0,Other,False,,fully_downregulating,SBS8_VDAC1P2_miR-517-3p
SBS13,RSF1,miR-3940-5p/4507,33.33333333333333,3,1,1.4556153217278223,False,False,False,False,False,False,False,False,66.66666666666667,2,1,Other,False,,downregulating,SBS13_RSF1_miR-3940-5p/4507
SBS3,TENM3,miR-371-5p,33.33333333333333,3,1,-1.3269139195562214,False,False,False,False,False,False,False,False,66.66666666666667,2,1,Other,False,,downregulating,SBS3_TENM3_miR-371-5p
SBS5,TP53,miR-143-3p,33.33333333333333,3,1,1.6362988385966426,True,True,True,False,False,False,False,False,66.66666666666667,2,1,DualRole,True,,downregulating,SBS5_TP53_miR-143-3p
SBS5,TP53,miR-3689d/6851-5p,33.33333333333333,3,1,1.6362988385966426,True,True,True,False,False,False,False,False,66.66666666666667,2,1,DualRole,True,,downregulating,SBS5_TP53_miR-3689d/6851-5p
SBS5,TP53,miR-6503-3p,33.33333333333333,3,1,1.6362988385966426,True,True,True,False,False,False,False,False,66.66666666666667,2,1,DualRole,True,,downregulating,SBS5_TP53_miR-6503-3p
SBS1,DRD5P1,miR-500a-5p,66.66666666666666,3,2,-2.845861162210959,False,False,False,False,False,False,False,False,33.33333333333334,1,2,Other,False,,upregulating,SBS1_DRD5P1_miR-500a-5p
SBS1,TP53,miR-6782-5p,66.66666666666666,3,2,1.6362988385966426,True,True,True,False,False,False,False,False,33.33333333333334,1,2,DualRole,True,,upregulating,SBS1_TP53_miR-6782-5p
SBS13,RTKN2,miR-1268a/1268b,66.66666666666666,3,2,1.8529562748796409,False,False,False,False,False,False,False,False,33.33333333333334,1,2,Other,False,,upregulating,SBS13_RTKN2_miR-1268a/1268b
SBS13,RUNX2,miR-6768-5p,66.66666666666666,3,2,-1.4854872655792029,False,False,False,False,False,False,False,False,33.33333333333334,1,2,Other,False,,upregulating,SBS13_RUNX2_miR-6768-5p
SBS2,TP53,miR-6786-5p,66.66666666666666,3,2,1.6362988385966426,True,True,True,False,False,False,False,False,33.33333333333334,1,2,DualRole,True,,upregulating,SBS2_TP53_miR-6786-5p
SBS3,TRHDE,miR-6752-5p/6842-5p/7110-5p,66.66666666666666,3,2,-1.4000981289473475,False,False,False,False,False,False,False,False,33.33333333333334,1,2,Other,False,,upregulating,SBS3_TRHDE_miR-6752-5p/6842-5p/7110-5p
SBS5,DNAH17,miR-6752-5p/6842-5p/7110-5p,66.66666666666666,3,2,-1.2599324758756243,False,False,False,False,False,False,False,False,33.33333333333334,1,2,Other,False,,upregulating,SBS5_DNAH17_miR-6752-5p/6842-5p/7110-5p
SBS5,IGF1R,miR-2861,66.66666666666666,3,2,1.6205811749589791,False,True,False,False,False,False,False,False,33.33333333333334,1,2,Oncogene,True,,upregulating,SBS5_IGF1R_miR-2861
SBS5,IGF1R,miR-6752-5p/6842-5p/7110-5p,66.66666666666666,3,2,1.6205811749589791,False,True,False,False,False,False,False,False,33.33333333333334,1,2,Oncogene,True,,upregulating,SBS5_IGF1R_miR-6752-5p/6842-5p/7110-5p
SBS5,LRCH2,miR-675-5p/4466,66.66666666666666,3,2,1.2557907772735186,False,False,False,False,False,False,False,False,33.33333333333334,1,2,Other,False,,upregulating,SBS5_LRCH2_miR-675-5p/4466
SBS5,SHANK2,miR-6752-5p/6842-5p/7110-5p,66.66666666666666,3,2,1.3043704989389784,False,False,False,False,False,False,False,False,33.33333333333334,1,2,Other,False,,upregulating,SBS5_SHANK2_miR-6752-5p/6842-5p/7110-5p
SBS5,TP53,miR-371-5p,66.66666666666666,3,2,1.6362988385966426,True,True,True,False,False,False,False,False,33.33333333333334,1,2,DualRole,True,,upregulating,SBS5_TP53_miR-371-5p
SBS5,TP53,miR-4327,66.66666666666666,3,2,1.6362988385966426,True,True,True,False,False,False,False,False,33.33333333333334,1,2,DualRole,True,,upregulating,SBS5_TP53_miR-4327
SBS5,TP53,miR-6823-5p,66.66666666666666,3,2,1.6362988385966426,True,True,True,False,False,False,False,False,33.33333333333334,1,2,DualRole,True,,upregulating,SBS5_TP53_miR-6823-5p
SBS1,TP53,miR-10525_pred,100.0,3,3,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,3,DualRole,True,,fully_upregulating,SBS1_TP53_miR-10525_pred
SBS1,TP53,miR-4761-3p,100.0,3,3,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,3,DualRole,True,,fully_upregulating,SBS1_TP53_miR-4761-3p
SBS1,TP53,miR-6075,100.0,3,3,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,3,DualRole,True,,fully_upregulating,SBS1_TP53_miR-6075
SBS1,TP53,miR-675-5p/4466,100.0,3,3,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,3,DualRole,True,,fully_upregulating,SBS1_TP53_miR-675-5p/4466
SBS1,TP53,miR-6799-5p,100.0,3,3,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,3,DualRole,True,,fully_upregulating,SBS1_TP53_miR-6799-5p
SBS13,CCND2,miR-4534/8082,100.0,3,3,2.0353218826067208,False,True,False,False,False,False,False,False,0.0,0,3,Oncogene,True,,fully_upregulating,SBS13_CCND2_miR-4534/8082
SBS13,CD109,miR-4783-3p,100.0,3,3,2.081090870077701,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS13_CD109_miR-4783-3p
SBS13,FZD6,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,3,3,2.5175039965072035,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS13_FZD6_miR-3689a-5p/3689b-5p/3689e/3689f
SBS13,GABRA4,miR-4534/8082,100.0,3,3,1.302331346368846,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS13_GABRA4_miR-4534/8082
SBS13,NMNAT1P5,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,3,3,4.326729081151184,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS13_NMNAT1P5_miR-3689a-5p/3689b-5p/3689e/3689f
SBS13,RTKN2,miR-4534/8082,100.0,3,3,1.8529562748796409,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS13_RTKN2_miR-4534/8082
SBS13,TMEM117,miR-517-3p,100.0,3,3,3.485811289541841,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS13_TMEM117_miR-517-3p
SBS13,ZNF85,miR-517-3p,100.0,3,3,3.786596361890807,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS13_ZNF85_miR-517-3p
SBS2,TP53,miR-2861,100.0,3,3,1.6362988385966426,True,True,True,False,False,False,False,False,0.0,0,3,DualRole,True,,fully_upregulating,SBS2_TP53_miR-2861
SBS3,CLDN7,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,3,3,3.5575563433805044,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS3_CLDN7_miR-3689a-5p/3689b-5p/3689e/3689f
SBS3,GABRA4,miR-30-5p,100.0,3,3,1.302331346368846,False,False,False,False,False,True,True,True,0.0,0,3,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_upregulating,SBS3_GABRA4_miR-30-5p
